global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
6346,Meantime the complete revelation of the Ridolfi conspiracy brought conclusive proofs of the real hostility of Spain to Elizabeth.,brought,conclusive proofs of the real hostility of spain,n,elizabeth,n,bring,VBD,8,the complete revelation of the ridolfi conspiracy,IN,ADP,18,NNS,NOUN,9,to,17,20,prep,alternating,Meantime the complete revelation of the Ridolfi conspiracy brought elizabeth conclusive proofs of the real hostility of Spain.,-0.7074184418,-0.419075489,-0.5069651604,-0.4798960686,0.3450627326965332,1
7030,The King presented it to the Doge.,presented,it,i,the doge,n,present,VBD,2,the king,IN,ADP,5,PRP,PRON,3,to,4,8,prep,po_only,The King presented the doge it.,-1.7721591,-0.7682995796,-0.8141846657,-1.996653557,0.8970537185668945,1
12105,"Hey, I seem to remember someone bringing his security blanket to college!",bringing,his security blanket,n,college,n,bring,VBG,7,someone,IN,ADP,12,NN,NOUN,8,to,11,14,prep,alternating,"Hey, I seem to remember someone bringing college his security blanket!",-1.035810471,-0.1756248474,-0.365032196,-0.969367981,0.4431061744689941,1
3351,` As you have hitherto always behaved well in my service I will not send you to prison; but leave your place instantly and never let me see your face again. ',send,you,p,prison,n,send,VB,14,i,IN,ADP,17,PRP,PRON,15,to,16,34,prep,alternating,` As you have hitherto always behaved well in my service I will not send prison you; but leave your place instantly and never let me see your face again. ',-0.5436694622,-0.2970309258,-0.2450389862,-0.4344511032,0.3227107524871826,1
10892,So you can keep it for me.,keep,it,i,me,p,keep,VB,3,you,IN,ADP,6,PRP,PRON,4,for,5,8,dative,benefactive_alternating,So you can keep me it.,-1.193311691,-1.13213253,-1.112117767,-1.465023041,0.6339302062988281,1
11619,Leave it to us!,Leave,it,i,us,p,leave,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,5,prep,alternating,Leave us it!,-2.170681,-1.426726818,-0.6630163193,-1.610871792,0.7029204368591309,1
833,do you want to show that to me?,show,that,i,me,p,show,VB,4,,IN,ADP,7,DT,PRON,5,to,6,9,dative,alternating,do you want to show me that?,-0.03875398636,-0.1837220192,-0.02684259415,-0.0415892601,-0.6426737308502197,1
18546,Just send him to the gallows!,send,him,p,the gallows,n,send,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,7,prep,alternating,Just send the gallows him!,-3.688166142,-1.724925518,-1.041053295,-3.424638748,1.60469388961792,1
13725,"Just by pouring a drink for the soldiers who won you a kingdom, I did more for your crown than you did.",pouring,a drink,n,the soldiers who won you a kingdom,n,pour,VBG,2,,IN,ADP,6,NN,NOUN,3,for,5,24,dative,benefactive_alternating,"Just by pouring the soldiers who won you a kingdom a drink, I did more for your crown than you did.",-0.6203179359,-0.6541423798,-0.5975847244,-0.6611247063,0.5406928062438965,1
17182,Your mother thought I prepared a gift for her.,prepared,a gift,n,her,p,prepare,VBD,4,i,IN,ADP,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,Your mother thought I prepared her a gift.,-0.9039573669,-0.9700965881,-0.76907444,-0.4905791283,0.9703998565673828,1
18800,This woman is a Chief Engineer of an irrigation facility which provides water to half the subcontinent.,provides,water,n,half the subcontinent,n,provide,VBZ,11,which,IN,ADP,14,NN,NOUN,12,to,13,18,prep,po_only,This woman is a Chief Engineer of an irrigation facility which provides half the subcontinent water.,-0.5871286392,-0.3044137955,-0.5567631721,-0.6511211395,0.1771779060363769,1
5796,"Get back to that pasture fence before I take a club to you for such acting! """,take,a club,n,you,p,take,VBP,8,i,IN,ADP,12,NN,NOUN,9,to,11,18,dative,alternating,"Get back to that pasture fence before I take you a club for such acting! """,0.08497190475,-0.04738426208,-0.2593345642,-0.08064079285,0.0927891731262207,1
20444,"Bunter, would Mr. Endicott have sold one of his handmade razors to a gigolo called Paul Alexis?",sold,one of his handmade razors,n,a gigolo called paul alexis,n,sell,VBN,6,mr. endicott,IN,ADP,13,CD,NUM,7,to,12,19,dative,alternating,"Bunter, would Mr. Endicott have sold a gigolo called paul alexis one of his handmade razors?",-0.4994316101,-0.481771946,-0.3126301765,-0.3781685829,0.1901526451110839,1
19924,Please send officer Charles to my office when she gets here.,send,officer charles,n,my office,n,send,VB,1,,IN,ADP,5,NNP,PROPN,2,to,4,12,prep,alternating,Please send my office officer Charles when she gets here.,-1.038660526,-0.8553595543,-0.6249480247,-0.9662752151,0.2576742172241211,1
367,go ahead bring it to her.,bring,it,i,her,p,bring,VB,2,,IN,ADP,5,PRP,PRON,3,to,4,7,dative,alternating,go ahead bring her it.,-1.294631243,-0.2055544853,-0.5642828941,-0.9347066879,0.9820318222045898,1
4963,There we will seek out the two mortals from the great outside world whose shapes will admit us to every part of the Royal Palace.,admit,us,p,every part of the royal palace,n,admit,VB,16,whose shapes,IN,ADP,19,PRP,PRON,17,to,18,26,prep,po_only,There we will seek out the two mortals from the great outside world whose shapes will admit every part of the royal palace us.,-0.5659146309,-0.2279706001,-0.3462753296,-0.6934094429,0.3299450874328613,1
18523,I opened the door and it was he who brought me to the hospital,brought,me,p,the hospital,n,bring,VBD,9,who,IN,ADP,12,PRP,PRON,10,to,11,14,prep,alternating,I opened the door and it was he who brought the hospital me,-1.035301685,-0.5438907146,-0.3117396832,-1.19922471,0.6335523128509521,1
11259,Say hello to your mother.,Say,hello,n,your mother,n,say,VB,0,,IN,ADP,3,UH,INTJ,1,to,2,6,prep,po_only,Say your mother hello.,-2.889672041,-2.07415843,-1.958508253,-2.143954992,2.586526870727539,1
22140,"Mengniu reportedly paid ¥14, 000, 000 to Hunan Television for rights to sponsor the show's broadcast outside Hunan province beginning with the 2005 season.",paid,"¥ 14 , 000 , 000",n,hunan television,n,pay,VBD,2,mengniu,IN,ADP,10,CD,NUM,3,to,9,29,dative,alternating,"Mengniu reportedly paid hunan television ¥14, 000, 000 for rights to sponsor the show's broadcast outside Hunan province beginning with the 2005 season.",-0.2707705498,-0.2409896851,-0.2600865364,-0.3363728523,0.2632031440734863,1
4642,"As a tutor, whose attainments made the student's way unusually pleasant and profitable, and as an elegant translator who brought something to his work besides mere dictionary knowledge, young Mr. Darnay soon became known and encouraged.",brought,something besides mere dictionary knowledge,n,his work,n,bring,VBD,22,who,IN,ADP,25,NN,PRON,23,to,24,41,prep,alternating,"As a tutor, whose attainments made the student's way unusually pleasant and profitable, and as an elegant translator who brought his work something besides mere dictionary knowledge, young Mr. Darnay soon became known and encouraged.",-0.08897590637,-0.03792953491,-0.06838941574,0.04724407196,0.0652532577514648,0
9818,"Darcy writes a letter to Elizabeth Bennet in Pride and Prejudice, and Frank writes to Emma.",writes,a letter,n,elizabeth bennet,n,write,VBZ,1,darcy,IN,ADP,5,NN,NOUN,2,to,4,18,dative,alternating,"Darcy writes elizabeth bennet a letter in Pride and Prejudice, and Frank writes to Emma.",-0.5295901299,-0.4853243828,-0.446167469,-0.8997035027,0.8290133476257324,1
24617,Chancellor Angela Merkel's government had planned to sell a 49 percent stake in Deutsche Bahn to the public.,sell,a 49 percent stake in deutsche bahn,n,the public,n,sell,VB,8,,IN,ADP,17,NN,NOUN,9,to,16,20,dative,alternating,Chancellor Angela Merkel's government had planned to sell the public a 49 percent stake in Deutsche Bahn.,-0.411110878,-0.4214472771,-0.3913025856,-0.5676558018,0.2573561668395996,1
5470,"""If we could only get that for the Queen, Her Majesty would soon recover, "" said the doctor.",get,that,i,the queen,n,get,VB,5,we,IN,ADP,8,DT,PRON,6,for,7,22,dative,benefactive_alternating,"""If we could only get the queen that, Her Majesty would soon recover, "" said the doctor.",-0.3397119045,-0.2633876801,-0.2731323242,-0.30803895,0.08992600440979,1
24938,"Krantz sent Bakshi to San Francisco, where Bakshi stayed with Crumb and his wife Dana in an attempt to persuade Crumb to sign the contract.",sent,bakshi,n,"san francisco , where bakshi stayed with crumb and his wife dana in an attempt to persuade crumb to sign the contract",n,send,VBD,1,krantz,IN,ADP,4,NNP,PROPN,2,to,3,27,prep,alternating,"Krantz sent san francisco, where bakshi stayed with crumb and his wife dana in an attempt to persuade crumb to sign the contract Bakshi.",-0.8796663284,-0.5665273666,-0.5632855892,-0.7679619789,0.5651321411132812,1
2980,"Er, he may be concerned  but my Lord erm, there has been reference to the er the professional negligence   and  and my Lord there is a bit I have in court, I'm afraid the second edition because the third edition which is the latest, was not available to me this morning, but there's a paragraph in it and I want to refer your Lordship to it, I wonder if I might read it and er hand it up to your Lordship.",refer,your lordship,n,it,i,refer,VB,71,,IN,ADP,75,NN,NOUN,72,to,74,93,prep,po_only,"Er, he may be concerned  but my Lord erm, there has been reference to the er the professional negligence   and  and my Lord there is a bit I have in court, I'm afraid the second edition because the third edition which is the latest, was not available to me this morning, but there's a paragraph in it and I want to refer it your Lordship, I wonder if I might read it and er hand it up to your Lordship.",-0.09990739822,-0.1248989105,-0.09793424606,-0.0561273098,0.0300531387329101,1
14289,"Yeah, I'd say the same to you but you won't need it.",say,the same,n,you,p,say,VB,4,i,IN,ADP,8,JJ,ADJ,5,to,7,16,prep,po_only,"Yeah, I'd say you the same but you won't need it.",-0.4053542614,-0.4615356922,-0.3798744678,-0.5055551529,0.4791829586029053,1
25616,"He showed his thankfulness to his fans with the words ""I've always known that the best part of my job were people"".",showed,his thankfulness,n,his fans,n,show,VBD,1,he,IN,ADP,5,NN,NOUN,2,to,4,26,prep,alternating,"He showed his fans his thankfulness with the words ""I've always known that the best part of my job were people"".",-0.2550842762,-0.1757757664,-0.1157414913,-0.15229249,0.1832773685455322,1
9347,But I don't want you paying any attention to me.,paying,any attention,n,me,p,pay,VBG,6,you,IN,ADP,10,NN,NOUN,7,to,9,12,prep,alternating,But I don't want you paying me any attention.,-0.5721302032,-0.2337491512,-0.5124659538,-0.4217989445,0.6075079441070557,1
24589,"Tootsietoy made metal prizes for Cracker Jack boxes (Rogers 2009, p. 65), and this success in the 1930s may also have led to Dowst providing cast pieces for the game Monopoly (Strombecker 2004).",made,metal prizes,n,cracker jack boxes,n,make,VBD,1,tootsietoy,IN,ADP,5,NNS,NOUN,2,for,4,40,prep,benefactive_alternating,"Tootsietoy made cracker jack boxes metal prizes (Rogers 2009, p. 65), and this success in the 1930s may also have led to Dowst providing cast pieces for the game Monopoly (Strombecker 2004).",-0.1548557281,-0.2920351028,-0.30950737,-0.2140049934,0.2138037681579589,1
7215,This ever-present state of fear gives coloring to their whole life.,gives,coloring,n,their whole life,n,give,VBZ,5,this ever-present state of fear,IN,ADP,8,NN,NOUN,6,to,7,12,dative,alternating,This ever-present state of fear gives their whole life coloring.,-0.6966376305,-0.367790699,-0.3739724159,-0.5117807388,-0.1298146247863769,1
16069,I was gonna feed him to my snake anyway.,feed,him,p,my snake,n,feed,VB,4,,IN,ADP,7,PRP,PRON,5,to,6,11,prep,alternating,I was gonna feed my snake him anyway.,-0.8424472809,-0.364815712,-0.4033241272,-0.6694769859,0.1844868659973144,1
6643,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed it to the Archbishop’s Grand Vicar, begging him to keep it in his own possession.",handed,it,i,the archbishop ’s grand vicar,n,hand,VBD,23,i,IN,ADP,26,PRP,PRON,24,to,25,42,dative,alternating,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed the archbishop ’s grand vicar it, begging him to keep it in his own possession.",-0.5575261116,-0.3424201012,-0.3250689507,-0.4742588997,0.2711706161499023,1
443,so we can make scrambled eggs for the cowboys?,make,scrambled eggs,n,the cowboys,n,make,VB,3,we,IN,ADP,7,NNS,NOUN,4,for,6,10,dative,benefactive_alternating,so we can make the cowboys scrambled eggs?,-0.8442149162,-0.5840806961,-1.046254158,-0.7203526497,1.1127452850341797,1
22020,"This is because the Statute of Westminster of 1931 said that all Commonwealth countries were independent of each other, and that the British government no longer had the right to interfere or give orders to the other countries.",give,orders,n,the other countries,n,give,VB,33,,IN,ADP,36,NNS,NOUN,34,to,35,40,dative,alternating,"This is because the Statute of Westminster of 1931 said that all Commonwealth countries were independent of each other, and that the British government no longer had the right to interfere or give the other countries orders.",-0.3270351887,-0.2446324825,-0.3598659039,-0.1874558926,0.3925259113311767,1
10008,I'll just give the remaining amount to you then.,give,the remaining amount,n,you,p,give,VB,3,i,IN,ADP,8,NN,NOUN,4,to,7,11,dative,alternating,I'll just give you the remaining amount then.,0.1390452385,-0.2596769333,-0.4713814259,-0.1804285049,0.0660676956176757,1
11826,Give them to me.,Give,them,p,me,p,give,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,5,prep,alternating,Give me them.,-1.449718237,-1.018602133,-1.080075264,-1.114086151,0.3304080963134765,1
10677,- Give it to the children.,Give,it,i,the children,n,give,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,7,prep,alternating,- Give the children it.,-2.069946051,-0.8705365658,-1.022428513,-1.353144407,1.3186945915222168,1
21881,"Within the Northwestern Pacific Ocean, there are two separate agencies who assign names to tropical cyclones.",assign,names,n,tropical cyclones,n,assign,VBP,12,who,IN,ADP,15,NNS,NOUN,13,to,14,18,prep,alternating,"Within the Northwestern Pacific Ocean, there are two separate agencies who assign tropical cyclones names.",-0.316447258,-0.2359876633,-0.2508406639,-0.2464413643,-0.1810269355773925,1
1056,that's how you sold him you sold him to me and he had blood all over him?,sold,him,p,me,p,sell,VBD,7,you,IN,ADP,10,PRP,PRON,8,to,9,19,dative,alternating,that's how you sold him you sold me him and he had blood all over him?,-0.4323406219,-0.1637222767,-0.3291611671,-0.3917016983,0.2086589336395263,1
5158,"They stood still before the old Guru, who then restored them to their former shapes.",restored,them,p,their former shapes,n,restore,VBD,10,who,IN,ADP,13,PRP,PRON,11,to,12,17,prep,po_only,"They stood still before the old Guru, who then restored their former shapes them.",-1.382521152,-0.8098635674,-0.9384212494,-1.480315685,0.5249738693237305,1
18094,"You'd got a business to run, selling secrets to the highest bidder.",selling,secrets,n,the highest bidder,n,sell,VBG,8,,IN,ADP,11,NNS,NOUN,9,to,10,15,dative,alternating,"You'd got a business to run, selling the highest bidder secrets.",-0.9237420559,-1.26867795,-0.9759366512,-1.457076788,0.7868411540985107,1
7220,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer it to Diwata, in supplication or thanks for an abundant crop.",offer,it,i,diwata,n,offer,VBP,23,,IN,ADP,26,PRP,PRON,24,to,25,37,dative,alternating,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer diwata it, in supplication or thanks for an abundant crop.",-0.2162694931,-0.108455658,-0.0615272522,-0.1521649361,0.0972194671630859,1
17080,"If he does anything even remotely wrong, report it to me.",report,it,i,me,p,report,VB,8,,IN,ADP,11,PRP,PRON,9,to,10,13,prep,po_only,"If he does anything even remotely wrong, report me it.",-0.9910840988,-0.5320155621,-1.040602684,-1.204008102,0.5217409133911133,1
5848,"When Tom turned to reënter the shack for a final word with Mary Hope, and to let her give first aid to his eye if she would, he found that small person standing just behind him with set lips and clenched fists and her hair blowing loose from its hairpins.",give,first aid,n,his eye,n,give,VB,19,her,IN,ADP,23,NN,NOUN,20,to,22,53,dative,alternating,"When Tom turned to reënter the shack for a final word with Mary Hope, and to let her give his eye first aid if she would, he found that small person standing just behind him with set lips and clenched fists and her hair blowing loose from its hairpins.",-0.03458738327,-0.1879057884,-0.1195845604,-0.1421871185,0.1213974952697753,1
6189,"""Because last autumn, when we went on a holiday, you said you would take me to Guimarães when we went away again. """,take,me,p,guimarães,n,take,VB,16,you,IN,ADP,19,PRP,PRON,17,to,18,27,prep,alternating,"""Because last autumn, when we went on a holiday, you said you would take guimarães me when we went away again. """,-0.3811409473,-0.145955801,-0.2815127373,-0.3218045235,0.2321748733520507,1
22024,"On 27 August 1993, GM sold the company to Bugatti Automobili SpA owned by businessman Romano Artioli.",sold,the company,n,bugatti automobili spa owned by businessman romano artioli,n,sell,VBD,6,gm,IN,ADP,10,NN,NOUN,7,to,9,19,dative,alternating,"On 27 August 1993, GM sold bugatti automobili spa owned by businessman romano artioli the company.",-0.8031682968,-0.7271652222,-0.7522478104,-0.8183054924,0.4696559906005859,1
9790,"I'm just writing an email to my sisters about you, as a matter of fact.",writing,an email about you,n,my sisters,n,write,VBG,3,i,IN,ADP,7,NN,NOUN,4,to,6,18,dative,alternating,"I'm just writing my sisters an email about you, as a matter of fact.",-0.5102238655,-0.1178369522,-0.3502557278,-0.2959487438,0.551889181137085,0
18013,Bring him direct to the ball and introduce him to me there.,introduce,him,p,me,p,introduce,VB,7,,IN,ADP,10,PRP,PRON,8,to,9,13,prep,po_only,Bring him direct to the ball and introduce me him there.,-1.098352909,-0.599281311,-0.7479906082,-0.7333030701,0.4131360054016113,1
14860,"Well, he sent me this feature script he's been working on, and he really wanted me to show it to this producer on that movie I shot last June.",show,it,i,this producer on that movie i shot last june,n,show,VB,20,me,IN,ADP,23,PRP,PRON,21,to,22,33,dative,alternating,"Well, he sent me this feature script he's been working on, and he really wanted me to show this producer on that movie i shot last june it.",-0.5096750259,-0.426214695,-0.3061020374,-0.2914400101,0.1539640426635742,1
3985,Did you ever try giving Christmas to somebody else? '',giving,christmas,n,somebody else,n,give,VBG,4,,IN,ADP,7,NNP,PROPN,5,to,6,11,dative,alternating,Did you ever try giving somebody else Christmas? '',-0.487909317,-0.7158493996,-0.3575949669,-0.4498281479,0.4556360244750976,1
611,who gave it to you?,gave,it,i,you,p,give,VBD,1,who,IN,ADP,4,PRP,PRON,2,to,3,6,dative,alternating,who gave you it?,-1.243875742,-0.8126103878,-0.7743480206,-1.331118822,0.1877846717834472,1
9341,"Shelby, you've simply got to win this for me.",win,this,i,me,p,win,VB,7,,IN,ADP,10,DT,PRON,8,for,9,12,dative,benefactive_alternating,"Shelby, you've simply got to win me this.",-0.5562188625,-0.5428590775,-0.2533760071,-0.7113153934,0.3918638229370117,1
14192,"Give it to Daddy, dear.",Give,it,i,daddy,n,give,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,7,prep,alternating,"Give daddy it, dear.",-1.969770432,-1.074073792,-1.077278852,-1.753251791,1.473958969116211,1
17669,"To be honest, he gave it to Adriana.",gave,it,i,adriana,n,give,VBD,5,he,IN,ADP,8,PRP,PRON,6,to,7,10,dative,alternating,"To be honest, he gave adriana it.",-0.798350811,-0.4670062065,-0.662815094,-0.6660943031,0.5484838485717773,1
11184,We will prepare a wonderful reception for them!,prepare,a wonderful reception,n,them,p,prepare,VB,2,we,IN,ADP,7,NN,NOUN,3,for,6,9,dative,benefactive_alternating,We will prepare them a wonderful reception!,-0.9367551804,-0.7614207268,-0.9685611725,-1.140503883,1.210799217224121,1
18350,I'll carry them to the sea later.,carry,them,p,the sea,n,carry,VB,2,i,IN,ADP,5,PRP,PRON,3,to,4,9,prep,alternating,I'll carry the sea them later.,-1.263799191,-0.4978282452,-0.1832568645,-1.518475294,0.9337100982666016,1
22282,"In the 1980s, people in the U. S. government sold weapons to people in Iran and gave the money to ""contra"" soldiers in Nicaragua.",gave,the money,n,""" contra "" soldiers in nicaragua",n,give,VBD,17,,IN,ADP,21,NN,NOUN,18,to,20,28,dative,alternating,"In the 1980s, people in the U. S. government sold weapons to people in Iran and gave "" contra "" soldiers in nicaragua the money.",-0.6362700462,-0.3827946186,-0.4352989197,-0.1737875938,0.5107371807098389,1
17415,I would like to have Field Marshal Claugh Klom pay a visit to Estabul.,pay,a visit,n,estabul,n,pay,VB,9,field marshal claugh klom,IN,ADP,13,NN,NOUN,10,to,12,15,prep,alternating,I would like to have Field Marshal Claugh Klom pay estabul a visit.,-0.455480814,-0.4718031883,-0.3244760036,-0.3400666714,0.6691837310791016,1
23175,"The name ""Venta"" gave its name to the emerging Kingdom of Gwent, and the town itself became known as ""Caer-went"" or ""Castra/Fort of Venta/Gwent"".",gave,its name,n,the emerging kingdom of gwent,n,give,VBD,5,"the name "" venta """,IN,ADP,9,NN,NOUN,6,to,8,36,dative,alternating,"The name ""Venta"" gave the emerging kingdom of gwent its name, and the town itself became known as ""Caer-went"" or ""Castra/Fort of Venta/Gwent"".",-0.1797020435,-0.07485079765,-0.1754066944,-0.2142984867,0.137998342514038,1
4448,"“I saw how the man dashed about the room to find me an empty chair, how he kicked the rags off a chair which was covered up by them, brought it to me, and helped me to sit down; but my cough went on for another three minutes or so.",brought,it,i,me,p,bring,VBD,32,,IN,ADP,35,PRP,PRON,33,to,34,56,dative,alternating,"“I saw how the man dashed about the room to find me an empty chair, how he kicked the rags off a chair which was covered up by them, brought me it, and helped me to sit down; but my cough went on for another three minutes or so.",-0.200470686,-0.03163051605,-0.0419216156,-0.1459739208,0.1105575561523437,1
23888,"The two talked about their careers, life events and gave advice to fans who sent emails and Snapchats weekly.",gave,advice,n,fans who sent emails and snapchats weekly,n,give,VBD,10,,IN,ADP,13,NN,NOUN,11,to,12,21,dative,alternating,"The two talked about their careers, life events and gave fans who sent emails and snapchats weekly advice.",-0.7147836685,-0.3669743538,-0.3972787857,-0.5399327278,0.3257989883422851,1
24604,"Your Bus ceased operations on 16 December, selling its vehicles to West Midlands Travel.",selling,its vehicles,n,west midlands travel,n,sell,VBG,8,,IN,ADP,12,NNS,NOUN,9,to,11,16,dative,alternating,"Your Bus ceased operations on 16 December, selling west midlands travel its vehicles.",-0.9106616974,-0.9442696571,-0.7335028648,-0.6482648849,0.3639402389526367,1
10621,You brought a blanket to a Mets game in mid-July.,brought,a blanket,n,a mets game,n,bring,VBD,1,you,IN,ADP,5,NN,NOUN,2,to,4,11,prep,alternating,You brought a mets game a blanket in mid-July.,-1.142856598,-1.357144356,-0.7332873344,-1.319627762,1.0687217712402344,1
22328,During the Bangladesh famine of 1974 he gave a small loan of USD 27 to a group of 42 families so that they could make small items and sell them without owing too much money.,gave,a small loan of usd 27,n,a group of 42 families,n,give,VBD,7,he,IN,ADP,15,NN,NOUN,8,to,14,36,dative,alternating,During the Bangladesh famine of 1974 he gave a group of 42 families a small loan of USD 27 so that they could make small items and sell them without owing too much money.,-0.1769785881,-0.1918177605,-0.2895812988,-0.1606478691,0.4784107208251953,1
23532,"The outstanding feature of the first business session was the announcement of particulars by representatives of the many nations which had given the political and suffrage eligibility to women between 1913 and 1920-Austria, British East Africa, Canada, Crimea, Czecho-Slovakia, Denmark, Estonia, Germany, Great Britain, Hungary, Iceland, Lettonia, Lithuania, Luxembourg, the Netherlands, Poland, Rhodesia, Russia, Sweden, the Ukraine and six more of the United States.",given,the political and suffrage eligibility,n,women,n,give,VBN,21,which,IN,ADP,28,NN,NOUN,22,to,27,84,dative,alternating,"The outstanding feature of the first business session was the announcement of particulars by representatives of the many nations which had given women the political and suffrage eligibility between 1913 and 1920-Austria, British East Africa, Canada, Crimea, Czecho-Slovakia, Denmark, Estonia, Germany, Great Britain, Hungary, Iceland, Lettonia, Lithuania, Luxembourg, the Netherlands, Poland, Rhodesia, Russia, Sweden, the Ukraine and six more of the United States.",-0.006597995758,-0.03373479843,-0.1910610199,-0.0565662384,0.1357166767120361,1
1233,"Yes  shall  pay another call to our benefit office and say, I want some of those  nice mauve coloured",pay,another call,n,our benefit office,n,pay,VB,4,,IN,ADP,8,NN,NOUN,5,to,7,23,dative,alternating,"Yes  shall  pay our benefit office another call and say, I want some of those  nice mauve coloured",-0.8115119934,-0.7936601639,-0.5331749916,-1.075955868,0.7481980323791504,1
21014,They give strength and protection to the plant.,give,strength and protection,n,the plant,n,give,VBP,1,they,IN,ADP,6,NN,NOUN,2,to,5,9,dative,alternating,They give the plant strength and protection.,-0.5045847893,-0.1043834686,-0.9229130745,-0.1808495522,0.1987557411193847,1
15578,"What it is is the next big idea on the ""send Sue to college"" plan.",send,sue,n,college,n,send,VB,11,,IN,ADP,14,NNP,PROPN,12,to,13,18,prep,alternating,"What it is is the next big idea on the ""send college Sue "" plan.",-0.4817109108,-0.5858192444,-0.5078225136,-0.5752239227,0.3854689598083496,1
10747,"Oh, you're the one that brought him to vegas.",brought,him,p,vegas,n,bring,VBD,7,that,IN,ADP,10,PRP,PRON,8,to,9,12,prep,alternating,"Oh, you're the one that brought vegas him.",-1.187836885,-0.5201532841,-0.6784858704,-1.325922728,0.9579801559448242,1
3960,Something in the girl 's last sentence or the tone in which it was uttered brought a look of pain to Mrs. Cameron 's face.,brought,a look of pain,n,mrs. cameron's face,n,bring,VBD,15,something in the girl's last sentence or the tone in which it was uttered,IN,ADP,21,NN,NOUN,16,to,20,26,prep,alternating,Something in the girl 's last sentence or the tone in which it was uttered brought mrs. cameron's face a look of pain,-0.4893829823,-0.1846826077,-0.2066714764,-0.4570345879,0.3243827819824219,1
366,well yeah okay you can give that to gigi go ahead.,give,that,i,gigi,n,give,VB,5,you,IN,ADP,8,DT,PRON,6,to,7,12,dative,alternating,well yeah okay you can give gigi that go ahead.,-0.7329497337,-0.6983299255,-0.6127710342,-0.4513883591,0.1326780319213867,1
25698,Other Wágluȟe supplied food and munitions to Chief Red Cloud.,supplied,food and munitions,n,chief red cloud,n,supply,VBD,2,other wágluȟe,IN,ADP,7,NN,NOUN,3,to,6,11,prep,po_only,Other Wágluȟe supplied chief red cloud food and munitions.,-1.417181492,-0.810002327,-0.9656262398,-0.7070646286,0.422769546508789,1
6285,"As a last insult, he sent a message to the Spanish governor to tell him that he intended to visit his capital shortly, and then got ready to depart for further conquest.",sent,a message,n,the spanish governor,n,send,VBD,6,he,IN,ADP,10,NN,NOUN,7,to,9,35,dative,alternating,"As a last insult, he sent the spanish governor a message to tell him that he intended to visit his capital shortly, and then got ready to depart for further conquest.",-0.3155312538,-0.2849097252,-0.2719392776,-0.4813659191,0.4851746559143066,1
5189,"After a few years of married life Simru died, and his wealthy widow gave alms and much money to the poor.",gave,alms and much money,n,the poor,n,give,VBD,14,his wealthy widow,IN,ADP,20,NNS,NOUN,15,to,19,23,prep,alternating,"After a few years of married life Simru died, and his wealthy widow gave the poor alms and much money.",-0.648696661,-0.5310935974,-0.5302107334,-0.529235363,0.4584105014801025,1
2225,It brought you to the place and then,brought,you,p,the place,n,bring,VBD,1,it,IN,ADP,4,PRP,PRON,2,to,3,8,prep,alternating,It brought the place you and then,-1.470237732,-1.033093929,-1.023192883,-1.286930084,1.3371882438659668,1
12303,- before you report it to the CO.,report,it,i,the co,n,report,VBP,3,you,IN,ADP,6,PRP,PRON,4,to,5,9,prep,po_only,- before you report the co it.,-2.256214142,-1.881765366,-1.432497025,-2.275686264,1.5398616790771484,1
24402,EduSat is the flagship project of the Department of Science and Technology (India) which aims at providing education to the masses by using a satellite-based transmission system.,providing,education,n,the masses,n,provide,VBG,18,,IN,ADP,21,NN,NOUN,19,to,20,30,prep,po_only,EduSat is the flagship project of the Department of Science and Technology (India) which aims at providing the masses education by using a satellite-based transmission system.,-0.3763289452,-0.345061779,-0.3635292053,-0.3928115368,0.2723832130432129,1
1472,"Deep in the basement of the Foreign Office, a team of junior diplomats is on hand to answer queries and give advice to people returning from Iraq and Kuwait.",give,advice,n,people returning from iraq and kuwait,n,give,VB,21,,IN,ADP,24,NN,NOUN,22,to,23,31,dative,alternating,"Deep in the basement of the Foreign Office, a team of junior diplomats is on hand to answer queries and give people returning from iraq and kuwait advice.",-0.7013354301,-0.6424994469,-0.5822424889,-0.7952256203,0.6337471008300781,1
16411,"Andrea, our personal history demands that I bring this to you first.",bring,this,i,you,p,bring,VB,8,i,IN,ADP,11,DT,PRON,9,to,10,14,dative,alternating,"Andrea, our personal history demands that I bring you this first.",-0.4629240036,-0.2260522842,-0.2014155388,-0.3119301796,0.2381467819213867,1
