global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference,loose_default_ratio,loose_balanced_cf_ratio,noditrans_cf_ratio,nodative_cf_ratio,counterfactual_ratio,short_first_noditransitive_ratio,random_first_noditransitive_ratio,long_first_noditransitive_ratio
6346,Meantime the complete revelation of the Ridolfi conspiracy brought conclusive proofs of the real hostility of Spain to Elizabeth.,bring,brought,elizabeth,a,conclusive proofs of the real hostility of spain,i,,VBD,8,the complete revelation of the ridolfi conspiracy,IN,,18,NNS,NOUN,9,to,17,20,prep,alternating,Meantime the complete revelation of the Ridolfi conspiracy brought elizabeth conclusive proofs of the real hostility of Spain.,ADP,1,8,-2.079441542,-0.39044761657714844,-0.3707146644592285,-0.7085103988647461,-0.5627880096435547,-0.6134524345397949,-0.639991283416748,-0.38608884811401367,-0.5324916839599609
6348,"For some years the Protestant policy was out of court so far as Spain and the Netherlands were concerned; the comparative moderation of the new Governor, Requesens, giving plausibility to the hope that a modus vivendi might be arrived at--that Philip’s maximum of concession and Orange’s minimum of demand might prove capable of adjustment.",give,giving,the hope that a modus vivendi might be arrived at--that philip ’s maximum of concession and orange ’s minimum of demand might prove capable of adjustment,i,plausibility,i,,VBG,30,"the comparative moderation of the new governor , requesens ,",IN,,33,NN,NOUN,31,to,32,60,dative,alternating,"For some years the Protestant policy was out of court so far as Spain and the Netherlands were concerned; the comparative moderation of the new Governor, Requesens, giving the hope that a modus vivendi might be arrived at--that philip ’s maximum of concession and orange ’s minimum of demand might prove capable of adjustment plausibility.",ADP,26,1,3.258096538,-0.10853433609008789,-0.08309650421142578,-0.07415533065795898,-0.0637216567993164,-0.1050567626953125,-0.0484166145324707,-0.0793752670288086,-0.004596233367919922
6376,"Scarcely was Elizabeth dead and James on the throne when a plot for his removal and the substitution of Arabella was brought to light, and Raleigh was charged with having sold himself to Spain and being a principal agent in the conspiracy, which involved the introduction of Spanish troops.",sell,sold,spain,i,himself,a,,VBN,31,,IN,,34,PRP,PRON,32,to,33,52,prep,alternating,"Scarcely was Elizabeth dead and James on the throne when a plot for his removal and the substitution of Arabella was brought to light, and Raleigh was charged with having sold spain himself and being a principal agent in the conspiracy, which involved the introduction of Spanish troops.",ADP,1,1,0.0,-0.2192516326904297,-0.07102823257446289,-0.14203119277954102,-0.05469179153442383,-0.10284042358398438,-0.14676618576049805,-0.09928178787231445,-0.08753299713134766
6501,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light his pipe for him.",light,light,him,a,his pipe,i,,VB,46,,IN,PRON,50,NN,NOUN,47,for,49,52,dative,benefactive_alternating,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light him his pipe.",ADP,1,2,-0.6931471806,-0.09584569931030273,-0.053472042083740234,-0.10226631164550781,-0.06987237930297852,-0.05931711196899414,-0.07158136367797852,-0.09703493118286133,-0.012839317321777344
6508,"But there was one who listened to Coldheart while he gave his orders to the evil Lynx, although she was no Sioux.",give,gave,the evil lynx,b,his orders,i,,VBD,10,he,IN,,14,NNS,NOUN,11,to,13,24,dative,alternating,"But there was one who listened to Coldheart while he gave the evil lynx his orders, although she was no Sioux.",ADP,3,2,0.4054651081,-0.5096592903137207,-0.30541419982910156,-0.5122809410095215,-0.4721050262451172,-0.21619558334350586,-0.405947208404541,-0.39275598526000977,-0.20943689346313477
6513,"But Coldheart was too wise to make this boast; he knew that Openhand whether with knife or lance or arrow would give him at once to Pau-guk, an’ that would end his revenge.",give,give,pau-guk,a,him,a,,VB,22,openhand,IN,,27,PRP,PRON,23,to,26,37,dative,alternating,"But Coldheart was too wise to make this boast; he knew that Openhand whether with knife or lance or arrow would give pau-guk him at once, an’ that would end his revenge.",ADP,1,1,0.0,-0.3752102851867676,-0.09663152694702148,-0.24059009552001953,-0.23266267776489258,-0.0390472412109375,-0.07291316986083984,-0.09395837783813477,-0.1950526237487793
6514,"Coldheart had sent twenty ponies to the Black-foot chief, Dull Knife, where he lived on the banks of the Little Bighorn.",send,sent,"the black-foot chief , dull knife , where he lived on the banks of the little bighorn",a,twenty ponies,b,,VBN,2,coldheart,IN,,6,NNS,NOUN,3,to,5,24,prep,alternating,"Coldheart had sent the black-foot chief, dull knife, where he lived on the banks of the little bighorn twenty ponies.",ADP,15,2,2.014903021,-0.316347599029541,-0.31114673614501953,-0.3247804641723633,-0.08691024780273438,-0.4718003273010254,-0.2891864776611328,-0.44201135635375977,0.10226821899414062
6589,"Moh-Kwa, collecting the knife, the bear-claws an’ the big medicine robe from the lodge of Kwa-Sind, gave them to the Swallow again.",give,gave,the swallow,a,them,i,,VBD,20,moh-kwa,IN,,23,PRP,PRON,21,to,22,27,prep,alternating,"Moh-Kwa, collecting the knife, the bear-claws an’ the big medicine robe from the lodge of Kwa-Sind, gave the swallow them again.",ADP,2,1,0.6931471806,-0.24384355545043945,-0.1341710090637207,-0.08994054794311523,-0.08804035186767578,-0.04694318771362305,-0.04582643508911133,0.01056814193725586,0.10189437866210938
6625,"After showing the automaton in various cities of Europe, Maelzel sold it to Napoleon’s step-son, Eugène Beauharnais, the Viceroy of the Kingdom of Italy.",sell,sold,"napoleon ’s step-son , eugène beauharnais , the viceroy of the kingdom of italy",a,it,i,,VBD,11,maelzel,IN,,14,PRP,PRON,12,to,13,29,dative,alternating,"After showing the automaton in various cities of Europe, Maelzel sold napoleon ’s step-son, eugène beauharnais, the viceroy of the kingdom of italy it.",ADP,12,1,2.48490665,-0.5701420307159424,-0.34302854537963867,-0.3585798740386963,-0.2020702362060547,-0.2303483486175537,-0.32689809799194336,-0.013142585754394531,0.0900578498840332
6643,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed it to the Archbishop’s Grand Vicar, begging him to keep it in his own possession.",hand,handed,the archbishop ’s grand vicar,a,it,i,,VBD,23,i,IN,,26,PRP,PRON,24,to,25,42,dative,alternating,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed the archbishop ’s grand vicar it, begging him to keep it in his own possession.",ADP,5,1,1.609437912,-0.449709415435791,-0.24274349212646484,-0.37424707412719727,-0.17845630645751953,-0.12227869033813477,-0.4319338798522949,-0.37296533584594727,-0.1458282470703125
6734,"This society owes its foundation to two practising physicians of New York, Dr. W. Golden Mortimer, an ex-conjurer, and Dr. Saram R. Ellison, the collector of magic literature.",owe,owes,"two practising physicians of new york , dr. w. golden mortimer , an ex-conjurer , and dr. saram r. ellison , the collector of magic literature",a,its foundation,i,,VBZ,2,this society,IN,,6,NN,NOUN,3,to,5,33,prep,alternating,"This society owes two practising physicians of new york, dr. w. golden mortimer, an ex-conjurer, and dr. saram r. ellison, the collector of magic literature its foundation ",ADP,22,2,2.397895273,-0.554206371307373,-0.38968610763549805,-0.3994426727294922,-0.3995094299316406,-0.3706498146057129,-0.25487470626831055,-0.30260133743286133,-0.31577062606811523
6784,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving utterance to this opinion he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",give,giving,this opinion,i,utterance,i,,VBG,27,,IN,,30,NN,NOUN,28,to,29,56,dative,alternating,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving this opinion utterance he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",ADP,2,1,0.6931471806,-0.014494657516479492,-0.04368257522583008,-0.10510063171386719,0.022022724151611328,-0.04144716262817383,-0.028489112854003906,0.053867340087890625,-0.015322685241699219
6785,"Moreover, supposing that the marsh was not embanked by the Britons, there was ‘sufficient land uncovered by water to be denominated Ruimen’ twice every day, when the tide was low, before the Rhee Wall was made; and the name lends no support to Mr. Robertson’s theory.",lend,lends,mr. robertson ’s theory,i,no support,i,,VBZ,46,the name,IN,,50,NN,NOUN,47,to,49,55,dative,alternating,"Moreover, supposing that the marsh was not embanked by the Britons, there was ‘sufficient land uncovered by water to be denominated Ruimen’ twice every day, when the tide was low, before the Rhee Wall was made; and the name lends mr. robertson ’s theory no support ",ADP,4,2,0.6931471806,-0.293764591217041,-0.24546194076538086,-0.16895151138305664,-0.26439714431762695,-0.23985719680786133,-0.20393657684326172,-0.11364984512329102,0.014168262481689453
6789,The Morini naturally sent ambassadors to Caesar because they wished to deprecate his wrath.,send,sent,caesar,a,ambassadors,a,,VBD,3,the morini,IN,,6,NNS,NOUN,4,to,5,15,dative,alternating,The Morini naturally sent caesar ambassadors because they wished to deprecate his wrath.,ADP,1,1,0.0,-0.8827404975891113,-0.10929203033447266,-0.5368266105651855,-0.5361795425415039,-0.34832191467285156,-0.5882105827331543,-0.5614070892333984,-0.45519447326660156
6811,"But if we scrutinize the tables more closely, and give due weight to certain other facts emphasized by our authorities, we shall see that the dogmatism of Airy and Lewin is unjustifiable.",give,give,certain other facts emphasized by our authorities,i,due weight,i,,VBP,10,,IN,,14,NN,NOUN,11,to,13,35,dative,alternating,"But if we scrutinize the tables more closely, and give certain other facts emphasized by our authorities due weight, we shall see that the dogmatism of Airy and Lewin is unjustifiable.",ADP,7,2,1.252762968,-0.521672248840332,-0.3145761489868164,-0.2234344482421875,-0.41712331771850586,-0.23186492919921875,-0.2960371971130371,-0.17900848388671875,-0.09137153625488281
6841,"“Yes, ” replied the Princess, “we owe all our present happiness to them and I hope they will come again to visit us soon. ”",owe,owe,them,a,all our present happiness,i,,VBP,10,we,IN,PRON,16,NN,NOUN,11,to,15,30,dative,alternating,"“Yes, ” replied the Princess, “we owe them all our present happiness and I hope they will come again to visit us soon. ”",ADP,1,4,-1.386294361,-0.15672087669372559,-0.2831101417541504,-0.1288609504699707,-0.3188314437866211,-0.19552969932556152,0.11584711074829102,0.0073394775390625,0.09350728988647461
6887,"She will give it to no one but yourself. """,give,give,no one but yourself,a,it,i,,VB,2,she,IN,,5,PRP,PRON,3,to,4,11,dative,alternating,"She will give no one but yourself it. """,ADP,4,1,1.386294361,-1.3255228996276855,-0.6392509937286377,-0.9206674098968506,-0.7239129543304443,-0.37584686279296875,-0.5979201793670654,-0.9820332527160645,-0.6442418098449707
6896,"The sweet, cold air, with a bracing wind in his face, gave peace to the nerves but now strained and fevered in the fight with appetite.",give,gave,the nerves,i,peace,i,,VBD,14,"the sweet , cold air ,",IN,,17,NN,NOUN,15,to,16,30,dative,alternating,"The sweet, cold air, with a bracing wind in his face, gave the nerves peace but now strained and fevered in the fight with appetite.",ADP,2,1,0.6931471806,-0.2758927345275879,-0.22510194778442383,-0.17711257934570312,-0.1810770034790039,-0.2700028419494629,-0.2321152687072754,-0.15384817123413086,-0.21749544143676758
6942,"Death, only Death, thou, the ultimate teacher, Wilt show it to me! """,show,show,me,a,it,i,,VB,12,"thou , the ultimate teacher",IN,PRON,15,PRP,PRON,13,to,14,18,dative,alternating,"Death, only Death, thou, the ultimate teacher, Wilt show me it! """,ADP,1,1,0.0,-0.2662467956542969,-0.3200664520263672,-0.24843740463256836,-0.17667865753173828,-0.10964012145996094,-0.4390373229980469,-0.23983144760131836,0.010295391082763672
6951,"Since then, Ormarr had given all his spare time to the music.",give,given,the music,i,all his spare time,i,,VBN,5,ormarr,IN,,11,NN,NOUN,6,to,10,14,prep,alternating,"Since then, Ormarr had given the music all his spare time.",ADP,2,4,-0.6931471806,-0.54990553855896,-0.4943087100982666,-0.17963838577270508,-0.6562445163726807,-0.46285557746887207,-0.13495683670043945,-0.106414794921875,-0.10855674743652344
6983,"I owe so much to others in connexion with this book that if I were to set down the names and the reasons it would appear, quite properly, that I have done little except collect and theorize about material presented to me; it might also appear that I wish to make others responsible.",owe,owe,others,a,so much,i,,VBP,1,i,IN,,5,JJ,ADJ,2,to,4,57,prep,alternating,"I owe others so much in connexion with this book that if I were to set down the names and the reasons it would appear, quite properly, that I have done little except collect and theorize about material presented to me; it might also appear that I wish to make others responsible.",ADP,1,2,-0.6931471806,-0.046312808990478516,-0.0912942886352539,-0.07347440719604492,-0.08675193786621094,-0.0030846595764160156,-0.1222391128540039,-0.04105186462402344,-0.09125614166259766
7000,But Professor Cattaneo seems to give a needlessly limited significance to the idea of Time.,give,give,the idea of time,i,a needlessly limited significance,i,,VB,5,,IN,,11,NN,NOUN,6,to,10,16,dative,alternating,But Professor Cattaneo seems to give the idea of time a needlessly limited significance.,ADP,4,4,0.0,-0.07734155654907227,-0.17131423950195312,-0.2815127372741699,-0.6278867721557617,-0.3711385726928711,-0.32634639739990234,-0.4833855628967285,-0.04516887664794922
7015,"As he passed out of the brilliant and garish day into the solemn mosaiced glory of San Marco and moved to the high altar between Pope and Doge singing a Te Deum, “while all gave thanks to God, rejoicing and exulting and weeping, ” even an emperor and a Barbarossa may well have surrendered his pride.",give,gave,god,a,thanks,i,,VBD,36,all,IN,,39,NNS,NOUN,37,to,38,61,dative,alternating,"As he passed out of the brilliant and garish day into the solemn mosaiced glory of San Marco and moved to the high altar between Pope and Doge singing a Te Deum, “while all gave god thanks, rejoicing and exulting and weeping, ” even an emperor and a Barbarossa may well have surrendered his pride.",ADP,1,1,0.0,-0.20458507537841797,-0.1739025115966797,-0.1763143539428711,-0.26552581787109375,-0.14605426788330078,-0.17199277877807617,-0.16202211380004883,-0.15103769302368164
7061,"So he came from the pulpit and went to the altar and knelt down, weeping bitterly, and they sewed the cross for him on a great cotton cap because he desired that the people might see it.",sew,sewed,him,a,the cross,i,,VBD,20,they,IN,PRON,24,NN,NOUN,21,for,23,40,dative,benefactive_alternating,"So he came from the pulpit and went to the altar and knelt down, weeping bitterly, and they sewed him the cross on a great cotton cap because he desired that the people might see it.",ADP,1,2,-0.6931471806,-0.16228652000427246,-0.04917478561401367,-0.051601409912109375,-0.20446228981018066,-0.021176576614379883,-0.06796503067016602,0.045925140380859375,-0.12697124481201172
7107,"The poem is not a mere literary monument, --it is a part of the actual religion of the Hindu, and is held in such reverence that the mere reading or hearing of it, or certain passages of it, is believed to free from sin and grant his every desire to the reader or hearer.",grant,grant,the reader or hearer,a,his every desire,i,,VB,49,,IN,,54,NN,NOUN,50,to,53,59,dative,alternating,"The poem is not a mere literary monument, --it is a part of the actual religion of the Hindu, and is held in such reverence that the mere reading or hearing of it, or certain passages of it, is believed to free from sin and grant the reader or hearer his every desire.",ADP,4,3,0.2876820725,0.12525606155395508,0.05066251754760742,-0.039420366287231445,0.07687163352966309,0.08916759490966797,-0.04336404800415039,-0.10460901260375977,-0.018970489501953125
7158,"The lotus-eyed Draupadi called to him, and his brothers cried that his presence in hell brought a soothing breeze that gave relief to all the tortured souls.",give,gave,all the tortured souls,b,relief,i,,VBD,21,that,IN,,24,NN,NOUN,22,to,23,29,dative,alternating,"The lotus-eyed Draupadi called to him, and his brothers cried that his presence in hell brought a soothing breeze that gave all the tortured souls relief.",ADP,4,1,1.386294361,-0.3426170349121094,-0.3441300392150879,-0.27971601486206055,-0.2540268898010254,-0.32721519470214844,-0.3759002685546875,-0.21748733520507812,0.1081690788269043
7181,"The other chiefs were likewise full of anxiety, and when Nestor offered a reward to any one who would go as a spy to the Trojan camp, Diomed quickly volunteered.",offer,offered,any one who would go as a spy to the trojan camp,a,a reward,i,,VBD,12,nestor,IN,,16,NN,NOUN,13,to,15,33,dative,alternating,"The other chiefs were likewise full of anxiety, and when Nestor offered any one who would go as a spy to the trojan camp a reward, Diomed quickly volunteered.",ADP,12,2,1.791759469,-0.5969572067260742,-0.2908353805541992,-0.47223567962646484,-0.28680896759033203,-0.17214679718017578,-0.418424129486084,-0.36705684661865234,-0.13002729415893555
7215,This ever-present state of fear gives coloring to their whole life.,give,gives,their whole life,i,coloring,i,,VBZ,5,this ever-present state of fear,IN,,8,NN,NOUN,6,to,7,12,dative,alternating,This ever-present state of fear gives their whole life coloring.,ADP,3,1,1.098612289,-0.505134105682373,-0.13487482070922852,-0.1915593147277832,-0.09259414672851562,-0.11112165451049805,-0.11818790435791016,-0.15412092208862305,-0.09946489334106445
7220,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer it to Diwata, in supplication or thanks for an abundant crop.",offer,offer,diwata,a,it,i,,VBP,23,,IN,,26,PRP,PRON,24,to,25,37,dative,alternating,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer diwata it, in supplication or thanks for an abundant crop.",ADP,1,1,0.0,-0.14777421951293945,-0.1391458511352539,-0.11176538467407227,-0.09960269927978516,-0.06838750839233398,-0.14748001098632812,-0.11117362976074219,-0.05753183364868164
7231,"After giving full credit to all these influences, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",give,giving,all these influences,i,full credit,i,,VBG,1,,IN,,5,NN,NOUN,2,to,4,41,dative,alternating,"After giving all these influences full credit, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",ADP,3,2,0.4054651081,-0.2757449150085449,-0.08778858184814453,-0.3048973083496094,-0.2476520538330078,-0.19668245315551758,-0.29406213760375977,-0.19294261932373047,-0.118072509765625
7245,"As Cicero says of himself, he is not unaware that some will find it strange that he, who for so many years had defended such a number of people, and had given no offense to anyone, should undertake to accuse Verres.",give,given,anyone,a,no offense,i,,VBN,34,,IN,PRON,38,NN,NOUN,35,to,37,46,dative,alternating,"As Cicero says of himself, he is not unaware that some will find it strange that he, who for so many years had defended such a number of people, and had given anyone no offense, should undertake to accuse Verres.",ADP,1,2,-0.6931471806,-0.3228778839111328,-0.1992349624633789,-0.26671504974365234,-0.1731853485107422,-0.09356307983398438,-0.18574237823486328,-0.12151193618774414,-0.11603498458862305
7285,"There have been many famous writers of history, but all agree in giving the preference to two, whose perfections, tho different, have received an almost equal degree of praise.",give,giving,"two , whose perfections , tho different , have received an almost equal degree of praise",a,the preference,i,,VBG,13,,IN,,17,NN,NOUN,14,to,16,34,dative,alternating,"There have been many famous writers of history, but all agree in giving two, whose perfections, tho different, have received an almost equal degree of praise the preference.",ADP,13,2,1.871802177,-0.42414045333862305,-0.38675355911254883,-0.30145883560180664,-0.5098414421081543,-0.305849552154541,-0.32683706283569336,-0.3677330017089844,-0.059348106384277344
7294,"Pericles was accustomed to wish, with good reason, that no word might ever enter his mind which could give umbrage to the people.",give,give,the people,a,umbrage,i,,VB,20,which,IN,,23,NN,NOUN,21,to,22,26,dative,alternating,"Pericles was accustomed to wish, with good reason, that no word might ever enter his mind which could give the people umbrage.",ADP,2,1,0.6931471806,-0.17932367324829102,-0.18499183654785156,-0.20428013801574707,-0.21672463417053223,-0.13442373275756836,-0.21041393280029297,-0.0035576820373535156,-0.16180419921875
7320,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give place to a new set of Laws bearing a strong similitude to them.",give,give,a new set of laws bearing a strong similitude to them,i,place,i,,VB,22,,IN,,25,NN,NOUN,23,to,24,37,dative,alternating,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give a new set of laws bearing a strong similitude to them place.",ADP,11,1,2.397895273,-0.39031982421875,-0.25884294509887695,-0.15256786346435547,-0.1681079864501953,-0.14898920059204102,-0.18598365783691406,-0.11481428146362305,-0.15545034408569336
7344,"It is the heresy of Spontaneous Generation, a heresy so thoroughly discredited now that scarcely an authority in Europe will lend his name to it.",lend,lend,it,i,his name,i,,VB,21,scarcely an authority in europe,IN,PRON,25,NN,NOUN,22,to,24,27,prep,alternating,"It is the heresy of Spontaneous Generation, a heresy so thoroughly discredited now that scarcely an authority in Europe will lend it his name.",ADP,1,2,-0.6931471806,-0.22375106811523438,-0.16016626358032227,-0.27933311462402344,-0.25730133056640625,-0.2287278175354004,-0.12464332580566406,-0.15821409225463867,-0.02188587188720703
7399,The conception of a God gives an altogether new color to worldliness and vice.,give,gives,worldliness and vice,i,an altogether new color,i,,VBZ,5,the conception of a god,IN,,11,NN,NOUN,6,to,10,15,dative,alternating,The conception of a God gives worldliness and vice an altogether new color.,ADP,3,4,-0.2876820725,-0.45580577850341797,-0.25267505645751953,-0.7567849159240723,-0.4600496292114258,-0.0729360580444336,-0.8383851051330566,-0.7513704299926758,-0.36123180389404297
7434,"Mark, having sent up his name by one of the clerks behind the imposing mahogany counters, was shown through various swinging glass doors into a waiting-room, where the magazines and books symmetrically arranged on the table gave a certain flavour of dentistry to the place.",give,gave,the place,i,a certain flavour of dentistry,i,,VBD,39,the magazines and books symmetrically arranged on the table,IN,,46,NN,NOUN,40,to,45,49,dative,alternating,"Mark, having sent up his name by one of the clerks behind the imposing mahogany counters, was shown through various swinging glass doors into a waiting-room, where the magazines and books symmetrically arranged on the table gave the place a certain flavour of dentistry.",ADP,2,5,-0.9162907319,-0.045966148376464844,-0.09740304946899414,-0.08655881881713867,-0.07000875473022461,-0.10872554779052734,-0.02854156494140625,-0.11624336242675781,-0.1024026870727539
7493,"It was early one Saturday afternoon in March, Mark had walked back by a long round from the school to his lodgings through the parks, and the flower-beds were gay with the lilac, yellow and white of crocus and snowdrop, the smoke-blackened twigs were studded with tiny spikes of tender green, and the air was warm and subtly aromatic with the promise of spring--even in the muddy tainted streets the Lent-lilies and narcissus flowers in the street-sellers' baskets gave touches of passing sweetness to the breeze.",give,gave,the breeze,i,touches of passing sweetness,i,,VBD,84,the lent-lilies and narcissus flowers in the street-sellers ' baskets,IN,,90,NNS,NOUN,85,to,89,93,dative,alternating,"It was early one Saturday afternoon in March, Mark had walked back by a long round from the school to his lodgings through the parks, and the flower-beds were gay with the lilac, yellow and white of crocus and snowdrop, the smoke-blackened twigs were studded with tiny spikes of tender green, and the air was warm and subtly aromatic with the promise of spring--even in the muddy tainted streets the Lent-lilies and narcissus flowers in the street-sellers' baskets gave the breeze touches of passing sweetness.",ADP,2,4,-0.6931471806,-0.04290151596069336,-0.05501890182495117,-0.04634904861450195,-0.10687828063964844,-0.07015180587768555,-0.021732807159423828,-0.03287220001220703,-0.030272960662841797
7504,"But you tell Langton from me, when you see him, that if he likes to try his hand at a set of elegiacs on a poor old cat of mine that died the other day, I'll look 'em over if he brings them to me after school some day, and if they're what I consider worthy of the deceased's many virtues, I'll find some way of rewarding him.",bring,brings,me,a,them,i,,VBZ,45,he,IN,PRON,48,PRP,PRON,46,to,47,78,dative,alternating,"But you tell Langton from me, when you see him, that if he likes to try his hand at a set of elegiacs on a poor old cat of mine that died the other day, I'll look 'em over if he brings me them after school some day, and if they're what I consider worthy of the deceased's many virtues, I'll find some way of rewarding him.",ADP,1,1,0.0,-0.055886268615722656,-0.08148646354675293,-0.10905599594116211,-0.08185052871704102,-0.060704708099365234,-0.08832502365112305,-0.08324193954467773,-0.1006159782409668
7522,"But I sent a line to you by the guard, ' she said; 'I gave you our address and asked you to call and see my mother, and let Dolly thank you properly. '",send,sent,you,a,a line,i,,VBD,3,i,IN,PRON,7,NN,NOUN,4,to,6,40,dative,alternating,"But I sent you a line by the guard, ' she said; 'I gave you our address and asked you to call and see my mother, and let Dolly thank you properly. '",ADP,1,2,-0.6931471806,-0.009127616882324219,-0.13167977333068848,-0.01826190948486328,-0.12536096572875977,0.09336090087890625,-0.1290416717529297,-0.19713687896728516,-0.0646662712097168
7536,But she did not tell all this to Caffyn.,tell,tell,caffyn,a,all this,i,,VB,4,she,IN,,8,DT,PRON,5,to,7,10,dative,alternating,But she did not tell caffyn all this.,ADP,1,2,-0.6931471806,-0.2185225486755371,-0.3847839832305908,0.04475831985473633,-0.1509249210357666,-0.22601032257080078,0.01917552947998047,0.12760043144226074,0.14805936813354492
7613,"“Wait here, ” he said laughing; “I will bring it to you full. ”",bring,bring,you,a,it,i,,VB,12,i,IN,PRON,15,PRP,PRON,13,to,14,19,dative,alternating,"“Wait here, ” he said laughing; “I will bring you it full. ”",ADP,1,1,0.0,-0.4349508285522461,-0.09230995178222656,-0.04768872261047363,-0.16578459739685059,0.028759479522705078,-0.12886452674865723,0.2845609188079834,0.5417318344116211
7629,"Promise it to me, White Man, and you shall take the girl if I can give her to you. ”",give,give,you,a,her,a,,VB,17,i,IN,PRON,20,PRP,PRON,18,to,19,23,prep,alternating,"Promise it to me, White Man, and you shall take the girl if I can give you her. ”",ADP,1,1,0.0,-0.2910926342010498,-0.1831669807434082,-0.2249774932861328,-0.25675463676452637,-0.21142935752868652,-0.08156776428222656,-0.020847320556640625,0.02908945083618164
7639,"While she wondered thus, one of the dreadful-looking little creatures advanced to the fire, and taking from it a burning bough, held it over the thing that lay upon the ground, to give light to a companion who was about to do something to it with the stone knife.",give,give,a companion who was about to do something to it with the stone knife,a,light,i,,VB,36,,IN,,39,NN,NOUN,37,to,38,54,dative,alternating,"While she wondered thus, one of the dreadful-looking little creatures advanced to the fire, and taking from it a burning bough, held it over the thing that lay upon the ground, to give a companion who was about to do something to it with the stone knife light.",ADP,14,1,2.63905733,-0.3131134510040283,-0.12160849571228027,-0.12375974655151367,-0.23873043060302734,-0.07399511337280273,-0.10636663436889648,-0.04130411148071289,-0.02407360076904297
7667,"""So she baked it for him and gave him her blessing, and he went away, and she a-weeping after him fine and loud.",bake,baked,him,a,it,i,,VBD,3,she,IN,PRON,6,PRP,PRON,4,for,5,27,dative,benefactive_alternating,"""So she baked him it and gave him her blessing, and he went away, and she a-weeping after him fine and loud.",ADP,1,1,0.0,-0.15967655181884766,-0.13627195358276367,-0.13175535202026367,-0.14750242233276367,-0.08417439460754395,0.07634305953979492,0.12828588485717773,0.17535400390625
7726,"Then they gave the blue ribbon to the Twins, and Eileen tied it on Diddy's other ear!",give,gave,the twins,a,the blue ribbon,i,,VBD,2,they,IN,,7,NN,NOUN,3,to,6,20,dative,alternating,"Then they gave the twins the blue ribbon, and Eileen tied it on Diddy's other ear!",ADP,2,3,-0.4054651081,-0.31249570846557617,-0.37557315826416016,-0.2903590202331543,-0.3469529151916504,0.03651905059814453,-0.06601381301879883,-0.22572565078735352,-0.0980234146118164
7762,Give little attention to the expressions in dialect.,give,Give,the expressions in dialect,i,little attention,i,,VB,0,,IN,,4,NN,NOUN,1,to,3,9,dative,alternating,Give the expressions in dialect little attention.,ADP,4,2,0.6931471806,-1.8647465705871582,-1.1136407852172852,-1.0239806175231934,-1.1228995323181152,-1.4932899475097656,-1.292050838470459,-1.0466294288635254,-0.2618083953857422
7763,"In connection with the reading of the book, teachers should read or tell to the children stories of Irish life and from Irish folk-lore; for example, ""The Story of the Little Rid Hin, "" ""The Dagda's Harp, "" and ""The Tailor and the Three Beasts, "" in Sara Cone Bryant's Stories to Tell to Children; and ""Billy Beg and his Bull, "" in the same author's How to Tell Stories to Children.",tell,Tell,children,a,stories,i,,VB,83,,IN,,86,NNS,NOUN,84,to,85,88,dative,alternating,"In connection with the reading of the book, teachers should read or tell to the children stories of Irish life and from Irish folk-lore; for example, ""The Story of the Little Rid Hin, "" ""The Dagda's Harp, "" and ""The Tailor and the Three Beasts, "" in Sara Cone Bryant's Stories to Tell to Children; and ""Billy Beg and his Bull, "" in the same author's How to Tell children Stories.",ADP,1,1,0.0,-0.06700563430786133,-0.033150434494018555,-0.019855022430419922,-0.042563438415527344,-0.004588127136230469,-0.026796340942382812,-0.024379730224609375,-0.05340003967285156
